Year,Nmonth ,Month,SKU,ShipToCode,Issued
2015,2,NOVEMBER,05139666,CD3L,13 
2015,2,NOVEMBER,05139667,3L,288 
2015,2,NOVEMBER,05139668,3L,100 
2015,2,NOVEMBER,05139669,3L,0 
2015,2,NOVEMBER,05139670,3D,9504 
2015,2,NOVEMBER,05139671,CD3L,1 
2015,2,NOVEMBER,05139672,CD3L,2 
2015,2,NOVEMBER,05139673,CD3L,0 
2015,2,NOVEMBER,05139674,CD3L,3 
2015,2,NOVEMBER,05139675,CD3L,24 
2015,2,NOVEMBER,05139676,3P,3188 
2015,1,OCTOBER,05139677,CD3L,24 
2015,1,OCTOBER,05139678,CD3L,60 
2015,1,OCTOBER,05139679,CD3L,7 
2015,1,OCTOBER,05139680,CD3L,0 
2015,1,OCTOBER,05139681,CD3L,12 
2015,1,OCTOBER,05139682,CD3L,3 
2015,1,OCTOBER,05139683,CD3L,6 
2015,1,OCTOBER,05139684,3L,0 
2015,1,OCTOBER,05139685,CD3L,144 
2015,1,OCTOBER,05139686,CD3L,1 
2015,1,OCTOBER,05139687,3L,2400 
2015,1,OCTOBER,05139688,CD3L,1 
2015,1,OCTOBER,05139689,3L,56 
2015,1,OCTOBER,05139690,3L,60 
2015,1,OCTOBER,05139691,CD3L,2 
2015,1,OCTOBER,05139692,CD3L,2 
2015,1,OCTOBER,05139693,CD3L,1 
2015,1,OCTOBER,05139694,CD3L,2 
2015,1,OCTOBER,05139695,CD3L,31 
2015,1,OCTOBER,05139696,CD3L,3 
2015,1,OCTOBER,05139697,CD3L,3 
2015,1,OCTOBER,05139698,3P,5752 
2015,1,OCTOBER,05139699,3P,82876 
2015,1,OCTOBER,05139700,CD3P,100 
2015,1,OCTOBER,05139701,CD3P,40 
2015,1,OCTOBER,05139702,CD3P,5 
2015,1,OCTOBER,05139703,CD3P,40 
2015,1,OCTOBER,05139704,CD3P,1 
2015,1,OCTOBER,05139705,3P,520 
2015,1,OCTOBER,05139706,3P,1405 
2015,2,NOVEMBER,05139707,CD3D,2 
2015,2,NOVEMBER,05139708,3L,672 
2015,2,NOVEMBER,05139709,CD3L,12 
2015,2,NOVEMBER,05139710,CD3L,12 
2015,2,NOVEMBER,05139711,CD3L,24 
2015,2,NOVEMBER,05139712,CD3L,60 
2015,2,NOVEMBER,05139713,CD3L,24 
2015,2,NOVEMBER,05139714,CD3L,48 
2015,2,NOVEMBER,05139715,CD3L,12 
2015,2,NOVEMBER,05139716,CD3L,114 
2015,2,NOVEMBER,05139717,CD3L,100 
2015,2,NOVEMBER,05139718,CD3L,0 
2015,2,NOVEMBER,05139719,CD3L,12 
2015,2,NOVEMBER,05139720,CD3L,84 
2015,2,NOVEMBER,05139721,CD3L,6 
2015,2,NOVEMBER,05139722,CD3L,24 
2015,2,NOVEMBER,05139723,CD3L,24 
2015,2,NOVEMBER,05139724,CD3L,0 
2015,2,NOVEMBER,05139725,CD3L,36 
2015,2,NOVEMBER,05139726,CD3L,0 
2015,2,NOVEMBER,05139727,CD3L,6 
2015,2,NOVEMBER,05139728,CD3L,12 
2015,2,NOVEMBER,05139729,CD3L,12 
2015,2,NOVEMBER,05139730,3L,672 
2015,2,NOVEMBER,05139731,3L,180 
2015,2,NOVEMBER,05139732,CD3L,48 
2015,2,NOVEMBER,05139733,CD3L,1 
2015,2,NOVEMBER,05139734,CD3L,1 
2015,2,NOVEMBER,05139735,CD3L,12 
2015,2,NOVEMBER,05139736,CD3L,1 
2015,2,NOVEMBER,05139737,CD3L,1 
2015,2,NOVEMBER,05139738,CD3L,12 
2015,2,NOVEMBER,05139739,3L,672 
2015,2,NOVEMBER,05139740,3L,100 
2015,2,NOVEMBER,05139741,CD3M,15 
2015,2,NOVEMBER,05139742,CD3L,4 
2015,2,NOVEMBER,05139743,CD3L,4 
2015,2,NOVEMBER,05139744,CD3L,1 
2015,2,NOVEMBER,05139745,CD3L,1 
2015,2,NOVEMBER,05139746,CD3L,14 
2015,2,NOVEMBER,05139747,CD3L,2 
2015,2,NOVEMBER,05139748,CD3P,200 
2015,8,MAY,05139749,3D,189 
2015,8,MAY,05139750,3D,960 
2015,8,MAY,05139751,CD3D,3 
2015,8,MAY,05139752,3L,240 
2015,8,MAY,05139753,3L,180 
2015,8,MAY,05139754,3L,696 
2015,8,MAY,05139755,CD3L,0 
2015,8,MAY,05139756,CD3L,38 
2015,8,MAY,05139757,CD3L,12 
2015,8,MAY,05139758,CD3L,120 
2015,8,MAY,05139759,CD3L,12 
2015,8,MAY,05139760,CD3L,516 
2015,8,MAY,05139761,CD3L,6 
2015,8,MAY,05139762,CD3L,48 
2015,8,MAY,05139763,CD3L,12 
2015,8,MAY,05139764,CD3L,17 
2015,8,MAY,05139765,CD3L,24 
2015,8,MAY,05139766,CD3L,12 
2015,8,MAY,05139767,CD3L,0 
2015,8,MAY,05139768,CD3L,168 
2015,8,MAY,05139769,CD3L,12 
2015,8,MAY,05139770,CD3L,24 
2015,8,MAY,05139771,CD3L,2 
2015,8,MAY,05139772,CD3L,24 
2015,8,MAY,05139773,CD3L,3 
2015,8,MAY,05139774,CD3L,12 
2015,8,MAY,05139775,CD3L,48 
2015,8,MAY,05139776,CD3L,3 
2015,8,MAY,05139777,CD3L,12 
2015,8,MAY,05139778,CD3L,0 
2015,8,MAY,05139779,CD3L,0 
2015,8,MAY,05139780,CD3L,0 
2015,8,MAY,05139781,CD3L,6 
2015,8,MAY,05139782,CD3L,60 
2015,8,MAY,05139783,CD3L,6 
2015,8,MAY,05139784,CD3L,36 
2015,8,MAY,05139785,CD3L,9 
2015,8,MAY,05139786,CD3L,12 
2015,8,MAY,05139787,3L,120 
2015,8,MAY,05139788,3L,1524 
2015,8,MAY,05139789,3L,360 
2015,8,MAY,05139790,CD3L,83 
2015,2,NOVEMBER,05139791,3P,2029 
2015,2,NOVEMBER,05139792,3P,315 
2015,2,NOVEMBER,05139793,3P,1125 
2015,2,NOVEMBER,05139794,3D,248 
2015,2,NOVEMBER,05139795,3D,168 
2015,2,NOVEMBER,05139796,3D,176 
2015,2,NOVEMBER,05139797,3D,120 
2015,2,NOVEMBER,05139798,3D,100 
2015,2,NOVEMBER,05139799,3D,805 
2015,2,NOVEMBER,05139800,3D,30 
2015,2,NOVEMBER,05139801,3D,768 
2015,2,NOVEMBER,05139802,3P,132 
2015,2,NOVEMBER,05139803,3D,290 
2015,2,NOVEMBER,05139804,3D,336 
2015,2,NOVEMBER,05139805,3D,500 
2015,2,NOVEMBER,05139806,3P,192 
2015,2,NOVEMBER,05139807,CD3D,12 
2015,2,NOVEMBER,05139808,CD3D,4 
2015,2,NOVEMBER,05139809,CD3D,1 
2015,2,NOVEMBER,05139810,CD3D,8 
2015,2,NOVEMBER,05139811,CD3P,24 
2015,2,NOVEMBER,05139812,CD3P,500 
2015,2,NOVEMBER,05139813,CD3D,1 
2015,2,NOVEMBER,05139814,CD3D,6 
2015,2,NOVEMBER,05139815,CD3D,1 
2015,2,NOVEMBER,05139816,CD3D,4 
2015,2,NOVEMBER,05139817,CD3P,0 
2015,2,NOVEMBER,05139818,CD3D,6 
2015,2,NOVEMBER,05139819,CD3D,1 
2015,8,MAY,05139820,3D,180 
2015,8,MAY,05139821,3D,30 
2015,8,MAY,05139822,3D,108 
2015,8,MAY,05139823,CD3D,1 
2015,8,MAY,05139824,CD3D,18 
2015,8,MAY,05139825,3L,684 
2015,8,MAY,05139826,CD3L,31 
2015,8,MAY,05139827,CD3L,48 
2015,8,MAY,05139828,CD3L,0 
2015,8,MAY,05139829,CD3L,16 
2015,8,MAY,05139830,CD3L,12 
2015,8,MAY,05139831,CD3L,12 
2015,8,MAY,05139832,CD3L,156 
2015,8,MAY,05139833,CD3L,36 
2015,8,MAY,05139834,CD3L,6 
2015,8,MAY,05139835,CD3L,12 
2015,8,MAY,05139836,CD3L,0 
2015,8,MAY,05139837,CD3L,12 
2015,8,MAY,05139838,CD3L,12 
2015,8,MAY,05139839,CD3L,12 
2015,8,MAY,05139840,CD3L,84 
2015,8,MAY,05139841,CD3L,24 
2015,8,MAY,05139842,CD3L,18 
2015,8,MAY,05139843,CD3L,24 
2015,8,MAY,05139844,CD3L,1 
2015,6,MARCH,05139845,CD3L,94 
2015,6,MARCH,05139846,CD3L,6 
2015,6,MARCH,05139847,CD3L,3 
2015,6,MARCH,05139848,CD3L,1 
2015,6,MARCH,05139849,CD3L,1 
2015,6,MARCH,05139850,CD3L,6 
2015,8,MAY,05139851,CD3P,2200 
2015,8,MAY,05139852,CD3P,68 
2015,8,MAY,05139853,3P,480 
2015,8,MAY,05139854,CD3P,1 
2015,8,MAY,05139855,CD3P,1 
2015,8,MAY,05139856,CD3P,2 
2015,8,MAY,05139857,CD3P,1 
2015,8,MAY,05139858,3P,256 
2015,8,MAY,05139859,3P,6 
2015,8,MAY,05139860,3L,60 
2015,8,MAY,05139861,3L,180 
2015,8,MAY,05139862,3L,180 
2015,8,MAY,05139863,3L,720 
2015,8,MAY,05139864,CD3L,24 
2015,8,MAY,05139865,CD3L,12 
2015,8,MAY,05139866,CD3L,24 
2015,8,MAY,05139867,CD3L,24 
2015,8,MAY,05139868,CD3L,0 
2015,8,MAY,05139869,CD3L,3 
2015,8,MAY,05139870,CD3L,12 
2015,8,MAY,05139871,CD3L,17 
2015,8,MAY,05139872,CD3L,12 
2015,8,MAY,05139873,CD3L,6 
2015,8,MAY,05139874,CD3L,12 
2015,8,MAY,05139875,CD3L,36 
2015,8,MAY,05139876,CD3L,6 
2015,8,MAY,05139877,CD3L,12 
2015,8,MAY,05139878,CD3L,36 
2015,8,MAY,05139879,CD3L,12 
2015,8,MAY,05139880,CD3L,12 
2015,8,MAY,05139881,CD3L,12 
2015,8,MAY,05139882,CD3L,12 
2015,8,MAY,05139883,CD3L,108 
2015,8,MAY,05139884,CD3L,0 
2015,8,MAY,05139885,CD3L,84 
2015,8,MAY,05139886,CD3L,36 
2015,8,MAY,05139887,CD3L,84 
2015,8,MAY,05139888,CD3L,36 
2015,8,MAY,05139889,CD3L,12 
2015,8,MAY,05139890,CD3L,24 
2015,8,MAY,05139891,CD3L,48 
2015,8,MAY,05139892,CD3L,18 
2015,8,MAY,05139893,CD3L,2 
2015,8,MAY,05139894,CD3L,48 
2015,8,MAY,05139895,CD3L,1 
2015,8,MAY,05139896,CD3L,7 
2015,8,MAY,05139897,3L,10 
2015,8,MAY,05139898,3L,50 
2015,8,MAY,05139899,3L,299 
2015,6,MARCH,05139900,3D,576 
2015,6,MARCH,05139901,3D,144 
2015,6,MARCH,05139902,CD3D,506 
2015,6,MARCH,05139903,CD3D,3 
2015,6,MARCH,05139904,CD3D,2 
2015,6,MARCH,05139905,CD3P,2 
2015,6,MARCH,05139906,CD3P,3 
2015,6,MARCH,05139907,CD3P,10 
2015,6,MARCH,05139908,CD3P,50 
2015,6,MARCH,05139909,CD3D,2 
2015,6,MARCH,05139910,CD3P,2 
2015,6,MARCH,05139911,CD3D,48 
2015,6,MARCH,05139912,CD3D,26 
2015,6,MARCH,05139913,CD3P,1 
2015,6,MARCH,05139914,CD3D,1 
2015,6,MARCH,05139915,CD3P,68 
2015,6,MARCH,05139916,CD3D,31 
2015,6,MARCH,05139917,CD3D,2 
2015,6,MARCH,05139918,CD3D,1 
2015,6,MARCH,05139919,CD3D,3 
2015,6,MARCH,05139920,CD3D,1288 
2015,6,MARCH,05139921,CD3D,5 
2015,6,MARCH,05139922,CD3D,1 
2015,5,FEBRUARY,05139923,3P,648 
2015,5,FEBRUARY,05139924,3P,384 
2015,5,FEBRUARY,05139925,3P,240 
2015,5,FEBRUARY,05139926,3P,60 
2015,5,FEBRUARY,05139927,3P,215 
2015,5,FEBRUARY,05139928,CD3P,2 
2015,5,FEBRUARY,05139929,CD3P,1 
2015,5,FEBRUARY,05139930,CD3P,1 
2015,5,FEBRUARY,05139931,CD3P,1 
2015,5,FEBRUARY,05139932,3P,66 
2015,5,FEBRUARY,05139933,3P,323 
2015,5,FEBRUARY,05139934,3D,248 
2015,5,FEBRUARY,05139935,3D,36 
2015,5,FEBRUARY,05139936,3D,180 
2015,5,FEBRUARY,05139937,3D,220 
2015,5,FEBRUARY,05139938,3D,24 
2015,5,FEBRUARY,05139939,3D,60 
2015,5,FEBRUARY,05139940,3D,300 
2015,5,FEBRUARY,05139941,3D,336 
2015,5,FEBRUARY,05139942,3D,24 
2015,5,FEBRUARY,05139943,3D,420 
2015,6,MARCH,05139944,3L,60 
2015,6,MARCH,05139945,CD3L,192 
2015,6,MARCH,05139946,CD3L,1 
2015,6,MARCH,05139947,CD3L,27 
2015,6,MARCH,05139948,CD3L,5 
2015,6,MARCH,05139949,CD3L,1 
2015,6,MARCH,05139950,CD3L,12 
2015,6,MARCH,05139951,3L,2400 
2015,6,MARCH,05139952,3L,75 
2015,6,MARCH,05139953,3L,50 
2015,6,MARCH,05139954,CD3L,1 
2015,6,MARCH,05139955,CD3L,13 
2015,6,MARCH,05139956,CD3L,8 
2015,6,MARCH,05139957,CD3L,16 
2015,6,MARCH,05139958,CD3L,15 
2015,6,MARCH,05139959,CD3L,2 
2015,6,MARCH,05139960,CD3L,2 
2015,6,MARCH,05139961,CD3L,1 
2015,6,MARCH,05139962,CD3L,3 
2015,6,MARCH,05139963,CD3L,4 
2015,6,MARCH,05139964,CD3L,4 
2015,6,MARCH,05139965,CD3L,1 
2015,6,MARCH,05139966,CD3L,1 
2015,6,MARCH,05139967,CD3L,1 
2015,6,MARCH,05139968,CD3L,2 
2015,6,MARCH,05139969,CD3L,5 
2015,6,MARCH,05139970,CD3L,6 
2015,6,MARCH,05139971,CD3L,0 
2015,6,MARCH,05139972,CD3L,3 
2015,6,MARCH,05139973,CD3P,2 
2015,6,MARCH,05139974,CD3P,20 
2015,6,MARCH,05139975,3P,576 
2015,6,MARCH,05139976,3P,1715 
2015,6,MARCH,05139977,CD3P,0 
2015,10,JULY,05139978,3P,40 
2015,10,JULY,05139979,CD3P,7 
2015,10,JULY,05139980,CD3P,3 
2015,10,JULY,05139981,3P,36 
2015,10,JULY,05139982,3D,50 
2015,10,JULY,05139983,3D,56 
2015,10,JULY,05139984,CD3D,17 
2015,10,JULY,05139985,CD3D,1 
2015,8,MAY,05139986,3D,150 
2015,8,MAY,05139987,3D,1170 
2015,8,MAY,05139988,CD3D,2 
2015,8,MAY,05139989,CD3D,2 
2015,5,FEBRUARY,05139990,CD3D,30 
2015,5,FEBRUARY,05139991,3D,105 
2015,5,FEBRUARY,05139992,3D,1176 
2015,5,FEBRUARY,05139993,CD3D,30 
2015,5,FEBRUARY,05139994,CD3D,11 
2015,5,FEBRUARY,05139995,3D,78 
2015,5,FEBRUARY,05139996,3L,420 
2015,5,FEBRUARY,05139997,3L,60 
2015,5,FEBRUARY,05139998,3L,144 
2015,5,FEBRUARY,05139999,CD3L,252 
2015,5,FEBRUARY,05140000,CD3L,2 
2015,5,FEBRUARY,05140001,CD3L,2 
2015,5,FEBRUARY,05140002,CD3L,12 
2015,5,FEBRUARY,05140003,CD3L,36 
2015,5,FEBRUARY,05140004,CD3L,0 
2015,5,FEBRUARY,05140005,CD3L,2 
2015,5,FEBRUARY,05140006,CD3L,12 
2015,5,FEBRUARY,05140007,CD3L,96 
2015,5,FEBRUARY,05140008,CD3L,48 
2015,5,FEBRUARY,05140009,CD3L,24 
2015,5,FEBRUARY,05140010,CD3L,12 
2015,5,FEBRUARY,05140011,CD3L,12 
2015,5,FEBRUARY,05140012,CD3L,48 
2015,5,FEBRUARY,05140013,CD3L,12 
2015,5,FEBRUARY,05140014,CD3L,1 
2015,5,FEBRUARY,05140015,CD3L,48 
2015,5,FEBRUARY,05140016,CD3L,108 
2015,5,FEBRUARY,05140017,CD3L,6 
2015,5,FEBRUARY,05140018,CD3L,72 
2015,5,FEBRUARY,05140019,CD3D,4 
2015,5,FEBRUARY,05140020,CD3P,2 
2015,5,FEBRUARY,05140021,CD3D,8 
2015,5,FEBRUARY,05140022,CD3D,2 
2015,5,FEBRUARY,05140023,CD3D,2 
2015,5,FEBRUARY,05140024,CD3D,8 
2015,5,FEBRUARY,05140025,CD3D,11 
2015,2,NOVEMBER,05140026,CD3P,2 
2015,2,NOVEMBER,05140027,3P,636 
2015,2,NOVEMBER,05140028,CD3P,11 
2015,2,NOVEMBER,05140029,CD3P,2 
2015,2,NOVEMBER,05140030,CD3P,1 
2015,2,NOVEMBER,05140031,CD3P,1 
2015,2,NOVEMBER,05140032,CD3P,2 
2015,2,NOVEMBER,05140033,CD3P,2 
2015,2,NOVEMBER,05140034,CD3P,1 
2015,2,NOVEMBER,05140035,CD3P,4 
2015,2,NOVEMBER,05140036,CD3P,5 
2015,2,NOVEMBER,05140037,CD3P,4 
2015,2,NOVEMBER,05140038,CD3P,1 
2015,2,NOVEMBER,05140039,CD3P,1 
2015,2,NOVEMBER,05140040,3P,1584 
2015,2,NOVEMBER,05140041,3P,280 
2015,2,NOVEMBER,05140042,CD3P,6 
2015,8,MAY,05140043,CD3P,29 
2015,8,MAY,05140044,3P,1248 
2015,8,MAY,05140045,3P,1092 
2015,8,MAY,05140046,CD3P,3 
2015,8,MAY,05140047,CD3P,2 
2015,8,MAY,05140048,CD3P,1 
2015,8,MAY,05140049,CD3P,0 
2015,8,MAY,05140050,CD3P,2 
2015,8,MAY,05140051,CD3P,1 
2015,8,MAY,05140052,CD3P,3 
2015,8,MAY,05140053,3P,2300 
2015,8,MAY,05140054,CD3M,5 
2015,8,MAY,05140055,3D,288 
2015,8,MAY,05140056,CD3L,2 
2015,8,MAY,05140057,CD3L,2 
2015,8,MAY,05140058,CD3L,1 
2015,8,MAY,05140059,CD3L,4 
2015,8,MAY,05140060,CD3L,1 
2015,8,MAY,05140061,CD3L,2 
2015,8,MAY,05140062,CD3L,8 
2015,8,MAY,05140063,CD3L,3 
2015,8,MAY,05140064,CD3L,4 
2015,8,MAY,05140065,CD3L,1 
2015,8,MAY,05140066,CD3L,5 
2015,2,NOVEMBER,05140067,3P,352 
2015,2,NOVEMBER,05140068,3P,50 
2015,2,NOVEMBER,05140069,3P,37 
2015,2,NOVEMBER,05140070,3P,70 
2015,2,NOVEMBER,05140071,3P,75 
2015,2,NOVEMBER,05140072,CD3P,15 
2015,2,NOVEMBER,05140073,CD3P,1 
2015,2,NOVEMBER,05140074,CD3P,1 
2015,2,NOVEMBER,05140075,CD3P,3 
2015,2,NOVEMBER,05140076,CD3P,2 
2015,2,NOVEMBER,05140077,CD3P,1 
2015,2,NOVEMBER,05140078,CD3P,1 
2015,2,NOVEMBER,05140079,CD3P,4 
2015,2,NOVEMBER,05140080,3P,1440 
2015,2,NOVEMBER,05140081,3P,230 
2015,8,MAY,05140082,3D,15 
2015,8,MAY,05140083,3D,224 
2015,8,MAY,05140084,CD3D,4 
2015,8,MAY,05140085,CD3D,6 
2015,8,MAY,05140086,CD3D,0 
2015,8,MAY,05140087,CD3L,24 
2015,8,MAY,05140088,CD3L,24 
2015,8,MAY,05140089,CD3L,1 
2015,8,MAY,05140090,CD3L,24 
2015,8,MAY,05140091,CD3L,6 
2015,8,MAY,05140092,CD3L,12 
2015,8,MAY,05140093,CD3L,12 
2015,8,MAY,05140094,CD3L,12 
2015,8,MAY,05140095,CD3L,0 
2015,8,MAY,05140096,CD3L,84 
2015,8,MAY,05140097,CD3L,12 
2015,8,MAY,05140098,CD3L,60 
2015,8,MAY,05140099,CD3L,36 
2015,8,MAY,05140100,CD3L,36 
2015,8,MAY,05140101,CD3L,24 
2015,8,MAY,05140102,CD3L,36 
2015,8,MAY,05140103,CD3L,60 
2015,8,MAY,05140104,CD3L,30 
2015,8,MAY,05140105,CD3L,1 
2015,8,MAY,05140106,CD3L,1 
2015,8,MAY,05140107,3L,600 
2015,8,MAY,05140108,3L,2040 
2015,8,MAY,05140109,3L,48 
2015,8,MAY,05140110,3L,180 
2015,8,MAY,05140111,CD3L,1 
2015,8,MAY,05140112,CD3L,1 
2015,8,MAY,05140113,CD3L,48 
2015,8,MAY,05140114,CD3L,1 
2015,8,MAY,05140115,CD3L,2 
2015,8,MAY,05140116,CD3L,1 
2015,8,MAY,05140117,CD3L,2 
2015,8,MAY,05140118,CD3L,14 
2015,8,MAY,05140119,CD3L,1 
2015,8,MAY,05140120,CD3L,2 
2015,8,MAY,05140121,CD3L,0 
2015,8,MAY,05140122,CD3L,1 
2015,8,MAY,05140123,CD3L,1 
2015,8,MAY,05140124,CD3L,120 
2015,8,MAY,05140125,CD3L,96 
2015,8,MAY,05140126,CD3L,84 
2015,8,MAY,05140127,3L,48 
2015,8,MAY,05140128,CD3L,8 
2015,8,MAY,05140129,CD3L,20 
2015,8,MAY,05140130,3L,180 
2015,8,MAY,05140131,3L,60 
2015,8,MAY,05140132,3L,227 
2015,8,MAY,05140133,3L,25 
2015,8,MAY,05140134,3L,50 
2015,8,MAY,05140135,3L,375 
2015,8,MAY,05140136,CD3L,10 
2015,8,MAY,05140137,CD3L,4 
2015,8,MAY,05140138,CD3L,1 
2015,8,MAY,05140139,CD3L,0 
2015,8,MAY,05140140,CD3L,7 
2015,8,MAY,05140141,CD3L,6 
2015,8,MAY,05140142,CD3L,0 
2015,8,MAY,05140143,CD3L,228 
2015,8,MAY,05140144,CD3L,4 
2015,2,NOVEMBER,05140145,3P,3168 
2015,2,NOVEMBER,05140146,3P,6145 
2015,2,NOVEMBER,05140147,3P,5600 
2015,2,NOVEMBER,05140148,CD3P,41 
2015,2,NOVEMBER,05140149,3P,162 
2015,2,NOVEMBER,05140150,3P,280 
2015,2,NOVEMBER,05140151,3P,110 
2015,2,NOVEMBER,05140152,CD3P,1 
2015,2,NOVEMBER,05140153,CD3P,1 
2015,2,NOVEMBER,05140154,CD3P,4 
2015,2,NOVEMBER,05140155,CD3P,2 
2015,2,NOVEMBER,05140156,CD3P,2 
2015,2,NOVEMBER,05140157,CD3P,9 
2015,2,NOVEMBER,05140158,CD3D,0 
2015,2,NOVEMBER,05140159,CD3P,2 
2015,2,NOVEMBER,05140160,CD3D,2 
2015,2,NOVEMBER,05140161,CD3D,24 
2015,2,NOVEMBER,05140162,CD3D,198 
2015,2,NOVEMBER,05140163,CD3D,50 
2015,2,NOVEMBER,05140164,CD3D,13 
2015,2,NOVEMBER,05140165,CD3D,6 
2015,2,NOVEMBER,05140166,CD3D,1 
2015,2,NOVEMBER,05140167,CD3D,32 
2015,2,NOVEMBER,05140168,CD3D,1 
2015,2,NOVEMBER,05140169,CD3D,1 
2015,2,NOVEMBER,05140170,CD3D,78 
2015,2,NOVEMBER,05140171,CD3P,150 
2015,2,NOVEMBER,05140172,CD3P,50 
2015,8,MAY,05140173,3D,60 
2015,8,MAY,05140174,3D,28 
2015,8,MAY,05140175,3D,3 
2015,8,MAY,05140176,3D,54 
2015,8,MAY,05140177,3D,98 
2015,8,MAY,05140178,3D,150 
2015,8,MAY,05140179,3P,112 
2015,8,MAY,05140180,CD3D,1 
2015,8,MAY,05140181,CD3P,275 
2015,8,MAY,05140182,CD3D,2 
2015,8,MAY,05140183,CD3D,0 
2015,8,MAY,05140184,CD3D,14 
2015,8,MAY,05140185,CD3D,11 
2015,8,MAY,05140186,CD3D,8 
2015,8,MAY,05140187,CD3D,8 
2015,2,NOVEMBER,05140188,CD3P,0 
2015,2,NOVEMBER,05140189,CD3P,0 
2015,2,NOVEMBER,05140190,CD3P,1 
2015,2,NOVEMBER,05140191,CD3P,3 
2015,2,NOVEMBER,05140192,CD3P,2 
2015,2,NOVEMBER,05140193,CD3P,0 
2015,2,NOVEMBER,05140194,3P,990 
2015,2,NOVEMBER,05140195,3P,339 
2015,2,NOVEMBER,05140196,3D,500 
2015,2,NOVEMBER,05140197,3D,1000 
2015,2,NOVEMBER,05140198,3D,490 
2015,8,MAY,05140199,CD3L,12 
2015,8,MAY,05140200,3L,10 
2015,8,MAY,05140201,3L,0 
2015,8,MAY,05140202,3L,150 
2015,8,MAY,05140203,3D,14 
2015,8,MAY,05140204,CD3L,2 
2015,8,MAY,05140205,CD3L,21 
2015,8,MAY,05140206,CD3L,19 
2015,8,MAY,05140207,CD3L,1 
2015,8,MAY,05140208,CD3L,72 
2015,8,MAY,05140209,CD3L,1 
2015,8,MAY,05140210,CD3L,1 
2015,8,MAY,05140211,CD3L,1 
2015,8,MAY,05140212,CD3L,1 
2015,8,MAY,05140213,CD3P,164 
2015,8,MAY,05140214,3P,240 
2015,8,MAY,05140215,3P,85 
2015,8,MAY,05140216,CD3P,1 
2015,8,MAY,05140217,CD3P,15 
2015,8,MAY,05140218,CD3P,1 
2015,8,MAY,05140219,CD3P,1 
2015,8,MAY,05140220,CD3P,4 
2015,2,NOVEMBER,05140221,3D,30 
2015,2,NOVEMBER,05140222,3D,72 
2015,2,NOVEMBER,05140223,3D,200 
2015,2,NOVEMBER,05140224,3D,156 
2015,2,NOVEMBER,05140225,3D,350 
2015,2,NOVEMBER,05140226,3D,60 
2015,2,NOVEMBER,05140227,3D,360 
2015,2,NOVEMBER,05140228,3D,112 
2015,2,NOVEMBER,05140229,3D,542 
2015,2,NOVEMBER,05140230,3D,640 
2015,2,NOVEMBER,05140231,3D,157 
2015,2,NOVEMBER,05140232,3P,84 
2015,2,NOVEMBER,05140233,3D,12 
2015,2,NOVEMBER,05140234,3D,191 
2015,2,NOVEMBER,05140235,3M,60 
2015,2,NOVEMBER,05140236,3D,783 
2015,2,NOVEMBER,05140237,CD3D,4 
2015,2,NOVEMBER,05140238,CD3D,2 
2015,2,NOVEMBER,05140239,CD3D,27 
2015,2,NOVEMBER,05140240,CD3D,54 
2015,2,NOVEMBER,05140241,CD3P,40 
2015,2,NOVEMBER,05140242,CD3P,25 
2015,2,NOVEMBER,05140243,CD3P,10 
2015,2,NOVEMBER,05140244,CD3P,6 
2015,2,NOVEMBER,05140245,CD3P,0 
2015,2,NOVEMBER,05140246,CD3P,58 
2015,2,NOVEMBER,05140247,CD3P,100 
2015,2,NOVEMBER,05140248,CD3D,10 
2015,2,NOVEMBER,05140249,CD3D,4 
2015,2,NOVEMBER,05140250,CD3P,110 
2015,2,NOVEMBER,05140251,CD3D,1 
2015,2,NOVEMBER,05140252,CD3D,2 
2015,2,NOVEMBER,05140253,CD3D,1 
2015,2,NOVEMBER,05140254,CD3P,4 
2015,2,NOVEMBER,05140255,CD3D,2 
2015,2,NOVEMBER,05140256,CD3D,2 
2015,2,NOVEMBER,05140257,CD3D,3 
2015,2,NOVEMBER,05140258,CD3D,12 
2015,2,NOVEMBER,05140259,CD3P,5 
2015,2,NOVEMBER,05140260,CD3D,4 
2015,2,NOVEMBER,05140261,CD3D,4 
2015,2,NOVEMBER,05140262,CD3D,0 
2015,2,NOVEMBER,05140263,CD3D,7 
2015,2,NOVEMBER,05140264,CD3P,88 
2015,2,NOVEMBER,05140265,CD3P,360 
2015,2,NOVEMBER,05140266,CD3P,24 
2015,2,NOVEMBER,05140267,3P,539 
2015,2,NOVEMBER,05140268,3P,98 
2015,2,NOVEMBER,05140269,3P,410 
2015,2,NOVEMBER,05140270,3P,655 
2015,2,NOVEMBER,05140271,CD3P,1 
2015,2,NOVEMBER,05140272,CD3P,1 
2015,2,NOVEMBER,05140273,CD3P,4 
2015,2,NOVEMBER,05140274,CD3P,3 
2015,2,NOVEMBER,05140275,CD3P,6 
2015,2,NOVEMBER,05140276,CD3P,17 
2015,2,NOVEMBER,05140277,3P,250 
2015,8,MAY,05140278,3D,70 
2015,8,MAY,05140279,3D,336 
2015,8,MAY,05140280,3D,99 
2015,8,MAY,05140281,3D,12 
2015,8,MAY,05140282,3D,60 
2015,8,MAY,05140283,3P,120 
2015,8,MAY,05140284,3D,384 
2015,8,MAY,05140285,3D,144 
2015,8,MAY,05140286,3D,180 
2015,8,MAY,05140287,3D,168 
